trial_id,observer_id,observer_cohort,evaluation_dimension,artwork_id,left_method,right_method,selected_position,winner_method,loser_method
T000291,E02,Faculty,Visual Harmony,IMG20260430104410,M1,DDColor,Right,DDColor,M1
T000292,E02,Faculty,Visual Harmony,IMG20260430104410,DDColor,M4,Right,M4,DDColor
T000293,E02,Faculty,Visual Harmony,IMG20260430103656,Reinhard,M4,Right,M4,Reinhard
T000294,E02,Faculty,Style Authenticity,IMG20260430102920,M4,M1,Left,M4,M1
T000295,E02,Faculty,Visual Harmony,IMG20260430110350,Reinhard,M4,Right,M4,Reinhard
T000296,E02,Faculty,Style Authenticity,IMG20260430103755,M0,M1,Left,M0,M1
T000297,E02,Faculty,Style Authenticity,IMG20260430103435,DDColor,M1,Right,M1,DDColor
T000298,E02,Faculty,Style Authenticity,IMG20260430103656,Reinhard,M1,Left,Reinhard,M1
T000299,E02,Faculty,Visual Harmony,IMG20260430103113,DDColor,M0,Right,M0,DDColor
T000300,E02,Faculty,Style Authenticity,IMG20260430103113,Reinhard,DDColor,Right,DDColor,Reinhard
T000301,E02,Faculty,Style Authenticity,IMG20260430102902,DDColor,M1,Left,DDColor,M1
T000302,E02,Faculty,Style Authenticity,IMG20260430103043,Reinhard,DDColor,Right,DDColor,Reinhard
T000303,E02,Faculty,Style Authenticity,IMG20260430103043,M4,DDColor,Left,M4,DDColor
T000304,E02,Faculty,Visual Harmony,IMG20260430110350,DDColor,M0,Right,M0,DDColor
T000305,E02,Faculty,Visual Harmony,IMG20260430103043,M1,M0,Right,M0,M1
T000306,E02,Faculty,Style Authenticity,IMG20260430104352,M4,Reinhard,Left,M4,Reinhard
T000307,E02,Faculty,Style Authenticity,IMG20260430102902,M1,M4,Left,M1,M4
T000308,E02,Faculty,Style Authenticity,IMG20260430110350,DDColor,Reinhard,Left,DDColor,Reinhard
T000309,E02,Faculty,Style Authenticity,IMG20260430103755,DDColor,M4,Left,DDColor,M4
T000310,E02,Faculty,Visual Harmony,IMG20260430104113,M1,M0,Right,M0,M1
T000311,E02,Faculty,Visual Harmony,IMG20260430104113,Reinhard,DDColor,Left,Reinhard,DDColor
T000312,E02,Faculty,Style Authenticity,IMG20260430102902,DDColor,Reinhard,Right,Reinhard,DDColor
T000313,E02,Faculty,Visual Harmony,IMG20260430104352,DDColor,M4,Right,M4,DDColor
T000314,E02,Faculty,Style Authenticity,IMG20260430103113,M1,M4,Right,M4,M1
T000315,E02,Faculty,Visual Harmony,IMG20260430102920,M0,M4,Right,M4,M0
T000316,E02,Faculty,Style Authenticity,IMG20260430102920,Reinhard,M1,Left,Reinhard,M1
T000317,E02,Faculty,Style Authenticity,IMG20260430104352,DDColor,Reinhard,Right,Reinhard,DDColor
T000318,E02,Faculty,Visual Harmony,IMG20260430103755,M0,M4,Right,M4,M0
T000319,E02,Faculty,Visual Harmony,IMG20260430103755,DDColor,Reinhard,Left,DDColor,Reinhard
T000320,E02,Faculty,Style Authenticity,IMG20260430103656,Reinhard,DDColor,Left,Reinhard,DDColor
T000321,E02,Faculty,Visual Harmony,IMG20260430104352,M0,M1,Right,M1,M0
T000322,E02,Faculty,Style Authenticity,IMG20260430104352,DDColor,M1,Left,DDColor,M1
T000323,E02,Faculty,Style Authenticity,IMG20260430103043,M0,M1,Right,M1,M0
T000324,E02,Faculty,Visual Harmony,IMG20260430104348,DDColor,M1,Left,DDColor,M1
T000325,E02,Faculty,Visual Harmony,IMG20260430103656,Reinhard,DDColor,Right,DDColor,Reinhard
T000326,E02,Faculty,Visual Harmony,IMG20260430102902,DDColor,M1,Right,M1,DDColor
T000327,E02,Faculty,Visual Harmony,IMG20260430110350,M4,M1,Left,M4,M1
T000328,E02,Faculty,Style Authenticity,IMG20260430103043,M1,Reinhard,Right,Reinhard,M1
T000329,E02,Faculty,Visual Harmony,IMG20260430102920,DDColor,Reinhard,Left,DDColor,Reinhard
T000330,E02,Faculty,Visual Harmony,IMG20260430103435,M4,M0,Right,M0,M4
T000331,E02,Faculty,Style Authenticity,IMG20260430104113,M1,M0,Right,M0,M1
T000332,E02,Faculty,Visual Harmony,IMG20260430103656,M0,M1,Left,M0,M1
T000333,E02,Faculty,Style Authenticity,IMG20260430104410,M1,DDColor,Right,DDColor,M1
T000334,E02,Faculty,Style Authenticity,IMG20260430102920,M4,M0,Right,M0,M4
T000335,E02,Faculty,Visual Harmony,IMG20260430103755,M4,DDColor,Right,DDColor,M4
T000336,E02,Faculty,Style Authenticity,IMG20260430103043,M0,M4,Right,M4,M0
T000337,E02,Faculty,Visual Harmony,IMG20260430104352,DDColor,M0,Right,M0,DDColor
T000338,E02,Faculty,Visual Harmony,IMG20260430103435,M4,DDColor,Left,M4,DDColor
T000339,E02,Faculty,Visual Harmony,IMG20260430104348,M0,M1,Left,M0,M1
T000340,E02,Faculty,Style Authenticity,IMG20260430103656,DDColor,M4,Right,M4,DDColor
T000341,E02,Faculty,Style Authenticity,IMG20260430104410,M0,DDColor,Left,M0,DDColor
T000342,E02,Faculty,Style Authenticity,IMG20260430102902,DDColor,M0,Right,M0,DDColor
T000343,E02,Faculty,Visual Harmony,IMG20260430103656,M4,M0,Left,M4,M0
T000344,E02,Faculty,Style Authenticity,IMG20260430110350,M1,DDColor,Left,M1,DDColor
T000345,E02,Faculty,Style Authenticity,IMG20260430110350,Reinhard,M1,Left,Reinhard,M1
T000346,E02,Faculty,Visual Harmony,IMG20260430103113,M0,Reinhard,Right,Reinhard,M0
T000347,E02,Faculty,Visual Harmony,IMG20260430103755,M1,DDColor,Left,M1,DDColor
T000348,E02,Faculty,Visual Harmony,IMG20260430104113,M0,DDColor,Right,DDColor,M0
T000349,E02,Faculty,Style Authenticity,IMG20260430103435,Reinhard,M1,Right,M1,Reinhard
T000350,E02,Faculty,Style Authenticity,IMG20260430103435,M0,M4,Right,M4,M0
T000351,E02,Faculty,Visual Harmony,IMG20260430103113,Reinhard,M4,Right,M4,Reinhard
T000352,E02,Faculty,Visual Harmony,IMG20260430103435,M0,DDColor,Right,DDColor,M0
T000353,E02,Faculty,Visual Harmony,IMG20260430103435,DDColor,Reinhard,Right,Reinhard,DDColor
T000354,E02,Faculty,Style Authenticity,IMG20260430104352,M1,M0,Left,M1,M0
T000355,E02,Faculty,Visual Harmony,IMG20260430104352,M1,M4,Right,M4,M1
T000356,E02,Faculty,Style Authenticity,IMG20260430110350,M1,M0,Right,M0,M1
T000357,E02,Faculty,Visual Harmony,IMG20260430104113,M1,M4,Right,M4,M1
T000358,E02,Faculty,Visual Harmony,IMG20260430102920,Reinhard,M4,Right,M4,Reinhard
T000359,E02,Faculty,Visual Harmony,IMG20260430102902,Reinhard,M0,Right,M0,Reinhard
T000360,E02,Faculty,Style Authenticity,IMG20260430104348,M4,M0,Left,M4,M0
T000361,E02,Faculty,Visual Harmony,IMG20260430103043,M0,Reinhard,Right,Reinhard,M0
T000362,E02,Faculty,Visual Harmony,IMG20260430103435,M4,M1,Left,M4,M1
T000363,E02,Faculty,Visual Harmony,IMG20260430102902,M1,M0,Right,M0,M1
T000364,E02,Faculty,Style Authenticity,IMG20260430110350,Reinhard,M4,Right,M4,Reinhard
T000365,E02,Faculty,Style Authenticity,IMG20260430102920,Reinhard,M0,Right,M0,Reinhard
T000366,E02,Faculty,Visual Harmony,IMG20260430104410,M1,Reinhard,Left,M1,Reinhard
T000367,E02,Faculty,Style Authenticity,IMG20260430102920,Reinhard,M4,Right,M4,Reinhard
T000368,E02,Faculty,Style Authenticity,IMG20260430103656,M1,M0,Right,M0,M1
T000369,E02,Faculty,Visual Harmony,IMG20260430104348,Reinhard,M0,Right,M0,Reinhard
T000370,E02,Faculty,Visual Harmony,IMG20260430102902,M4,Reinhard,Left,M4,Reinhard
T000371,E02,Faculty,Visual Harmony,IMG20260430104113,M4,M0,Left,M4,M0
T000372,E02,Faculty,Visual Harmony,IMG20260430103113,M1,DDColor,Left,M1,DDColor
T000373,E02,Faculty,Style Authenticity,IMG20260430102920,M4,DDColor,Left,M4,DDColor
T000374,E02,Faculty,Style Authenticity,IMG20260430104113,DDColor,M0,Right,M0,DDColor
T000375,E02,Faculty,Visual Harmony,IMG20260430104410,DDColor,Reinhard,Right,Reinhard,DDColor
T000376,E02,Faculty,Style Authenticity,IMG20260430103113,Reinhard,M0,Right,M0,Reinhard
T000377,E02,Faculty,Visual Harmony,IMG20260430110350,Reinhard,M1,Left,Reinhard,M1
T000378,E02,Faculty,Visual Harmony,IMG20260430104113,Reinhard,M4,Right,M4,Reinhard
T000379,E02,Faculty,Visual Harmony,IMG20260430104113,M0,Reinhard,Right,Reinhard,M0
T000380,E02,Faculty,Style Authenticity,IMG20260430104348,Reinhard,DDColor,Right,DDColor,Reinhard
T000381,E02,Faculty,Style Authenticity,IMG20260430104352,M1,M4,Right,M4,M1
T000382,E02,Faculty,Style Authenticity,IMG20260430103755,M4,M1,Left,M4,M1
T000383,E02,Faculty,Style Authenticity,IMG20260430103113,Reinhard,M4,Left,Reinhard,M4
T000384,E02,Faculty,Style Authenticity,IMG20260430104348,M4,M1,Left,M4,M1
T000385,E02,Faculty,Style Authenticity,IMG20260430104410,M0,M1,Left,M0,M1
T000386,E02,Faculty,Style Authenticity,IMG20260430103435,M1,M0,Right,M0,M1
T000387,E02,Faculty,Visual Harmony,IMG20260430103043,M4,M0,Left,M4,M0
T000388,E02,Faculty,Visual Harmony,IMG20260430103755,M1,M0,Right,M0,M1
T000389,E02,Faculty,Visual Harmony,IMG20260430103656,M1,Reinhard,Left,M1,Reinhard
T000390,E02,Faculty,Style Authenticity,IMG20260430103435,DDColor,M4,Right,M4,DDColor
T000391,E02,Faculty,Visual Harmony,IMG20260430110350,M0,M4,Right,M4,M0
T000392,E02,Faculty,Visual Harmony,IMG20260430103043,M1,DDColor,Left,M1,DDColor
T000393,E02,Faculty,Visual Harmony,IMG20260430102902,M4,M1,Left,M4,M1
T000394,E02,Faculty,Style Authenticity,IMG20260430103435,Reinhard,DDColor,Left,Reinhard,DDColor
T000395,E02,Faculty,Style Authenticity,IMG20260430104113,M4,Reinhard,Left,M4,Reinhard
T000396,E02,Faculty,Visual Harmony,IMG20260430103043,DDColor,Reinhard,Left,DDColor,Reinhard
T000397,E02,Faculty,Style Authenticity,IMG20260430103755,M4,Reinhard,Left,M4,Reinhard
T000398,E02,Faculty,Visual Harmony,IMG20260430104113,M1,DDColor,Right,DDColor,M1
T000399,E02,Faculty,Style Authenticity,IMG20260430103043,Reinhard,M4,Right,M4,Reinhard
T000400,E02,Faculty,Visual Harmony,IMG20260430104348,M4,Reinhard,Left,M4,Reinhard
T000401,E02,Faculty,Visual Harmony,IMG20260430110350,Reinhard,DDColor,Right,DDColor,Reinhard
T000402,E02,Faculty,Visual Harmony,IMG20260430103656,M4,M1,Right,M1,M4
T000403,E02,Faculty,Style Authenticity,IMG20260430110350,M4,M1,Left,M4,M1
T000404,E02,Faculty,Visual Harmony,IMG20260430110350,M4,DDColor,Right,DDColor,M4
T000405,E02,Faculty,Style Authenticity,IMG20260430104113,M0,M4,Right,M4,M0
T000406,E02,Faculty,Style Authenticity,IMG20260430103755,M0,DDColor,Right,DDColor,M0
T000407,E02,Faculty,Style Authenticity,IMG20260430104348,M0,Reinhard,Left,M0,Reinhard
T000408,E02,Faculty,Visual Harmony,IMG20260430102902,Reinhard,M1,Left,Reinhard,M1
T000409,E02,Faculty,Style Authenticity,IMG20260430103435,M0,DDColor,Left,M0,DDColor
T000410,E02,Faculty,Visual Harmony,IMG20260430102920,Reinhard,M1,Right,M1,Reinhard
T000411,E02,Faculty,Visual Harmony,IMG20260430103435,Reinhard,M4,Right,M4,Reinhard
T000412,E02,Faculty,Style Authenticity,IMG20260430103435,M4,Reinhard,Left,M4,Reinhard
T000413,E02,Faculty,Style Authenticity,IMG20260430104352,M0,M4,Left,M0,M4
T000414,E02,Faculty,Visual Harmony,IMG20260430104352,DDColor,Reinhard,Right,Reinhard,DDColor
T000415,E02,Faculty,Style Authenticity,IMG20260430103755,Reinhard,M0,Right,M0,Reinhard
T000416,E02,Faculty,Visual Harmony,IMG20260430102920,M0,Reinhard,Right,Reinhard,M0
T000417,E02,Faculty,Visual Harmony,IMG20260430104352,M0,M4,Right,M4,M0
T000418,E02,Faculty,Visual Harmony,IMG20260430110350,M1,DDColor,Right,DDColor,M1
T000419,E02,Faculty,Visual Harmony,IMG20260430103043,Reinhard,M4,Right,M4,Reinhard
T000420,E02,Faculty,Visual Harmony,IMG20260430104410,Reinhard,M0,Right,M0,Reinhard
T000421,E02,Faculty,Style Authenticity,IMG20260430104352,Reinhard,M1,Right,M1,Reinhard
T000422,E02,Faculty,Style Authenticity,IMG20260430102920,DDColor,M1,Left,DDColor,M1
T000423,E02,Faculty,Style Authenticity,IMG20260430103113,DDColor,M1,Left,DDColor,M1
T000424,E02,Faculty,Visual Harmony,IMG20260430103113,Reinhard,M1,Left,Reinhard,M1
T000425,E02,Faculty,Style Authenticity,IMG20260430102920,DDColor,M0,Right,M0,DDColor
T000426,E02,Faculty,Visual Harmony,IMG20260430104352,DDColor,M1,Right,M1,DDColor
T000427,E02,Faculty,Visual Harmony,IMG20260430102920,M1,M4,Right,M4,M1
T000428,E02,Faculty,Style Authenticity,IMG20260430104352,Reinhard,M0,Right,M0,Reinhard
T000429,E02,Faculty,Visual Harmony,IMG20260430102902,M0,DDColor,Left,M0,DDColor
T000430,E02,Faculty,Visual Harmony,IMG20260430104352,M1,Reinhard,Right,Reinhard,M1
T000431,E02,Faculty,Style Authenticity,IMG20260430103755,M0,M4,Left,M0,M4
T000432,E02,Faculty,Style Authenticity,IMG20260430103755,Reinhard,M1,Right,M1,Reinhard
T000433,E02,Faculty,Style Authenticity,IMG20260430103043,M0,Reinhard,Left,M0,Reinhard
T000434,E02,Faculty,Visual Harmony,IMG20260430103755,M1,Reinhard,Right,Reinhard,M1
T000435,E02,Faculty,Visual Harmony,IMG20260430103435,DDColor,M1,Right,M1,DDColor
T000436,E02,Faculty,Style Authenticity,IMG20260430104410,M1,Reinhard,Left,M1,Reinhard
T000437,E02,Faculty,Style Authenticity,IMG20260430104410,Reinhard,M4,Right,M4,Reinhard
T000438,E02,Faculty,Style Authenticity,IMG20260430110350,DDColor,M0,Right,M0,DDColor
T000439,E02,Faculty,Visual Harmony,IMG20260430103435,M1,Reinhard,Left,M1,Reinhard
T000440,E02,Faculty,Style Authenticity,IMG20260430104348,M4,Reinhard,Left,M4,Reinhard
T000441,E02,Faculty,Style Authenticity,IMG20260430110350,M0,Reinhard,Right,Reinhard,M0
T000442,E02,Faculty,Style Authenticity,IMG20260430104113,Reinhard,DDColor,Right,DDColor,Reinhard
T000443,E02,Faculty,Visual Harmony,IMG20260430103113,DDColor,Reinhard,Left,DDColor,Reinhard
T000444,E02,Faculty,Style Authenticity,IMG20260430103656,M1,M4,Left,M1,M4
T000445,E02,Faculty,Style Authenticity,IMG20260430110350,M4,DDColor,Left,M4,DDColor
T000446,E02,Faculty,Style Authenticity,IMG20260430104410,M4,M1,Left,M4,M1
T000447,E02,Faculty,Style Authenticity,IMG20260430104348,Reinhard,M1,Left,Reinhard,M1
T000448,E02,Faculty,Style Authenticity,IMG20260430103656,M0,M4,Left,M0,M4
T000449,E02,Faculty,Style Authenticity,IMG20260430103656,Reinhard,M0,Right,M0,Reinhard
T000450,E02,Faculty,Visual Harmony,IMG20260430104348,Reinhard,DDColor,Left,Reinhard,DDColor
T000451,E02,Faculty,Visual Harmony,IMG20260430103113,M4,M1,Right,M1,M4
T000452,E02,Faculty,Style Authenticity,IMG20260430103113,Reinhard,M1,Left,Reinhard,M1
T000453,E02,Faculty,Style Authenticity,IMG20260430104352,M4,DDColor,Left,M4,DDColor
T000454,E02,Faculty,Style Authenticity,IMG20260430102902,Reinhard,M4,Right,M4,Reinhard
T000455,E02,Faculty,Visual Harmony,IMG20260430103113,M0,M4,Left,M0,M4
T000456,E02,Faculty,Style Authenticity,IMG20260430102920,M0,M1,Left,M0,M1
T000457,E02,Faculty,Visual Harmony,IMG20260430102920,DDColor,M1,Left,DDColor,M1
T000458,E02,Faculty,Visual Harmony,IMG20260430103043,M0,DDColor,Left,M0,DDColor
T000459,E02,Faculty,Style Authenticity,IMG20260430104113,M1,M4,Right,M4,M1
T000460,E02,Faculty,Visual Harmony,IMG20260430104113,M1,Reinhard,Right,Reinhard,M1
T000461,E02,Faculty,Style Authenticity,IMG20260430103043,DDColor,M1,Right,M1,DDColor
T000462,E02,Faculty,Style Authenticity,IMG20260430104113,M0,Reinhard,Left,M0,Reinhard
T000463,E02,Faculty,Visual Harmony,IMG20260430104348,M4,DDColor,Left,M4,DDColor
T000464,E02,Faculty,Visual Harmony,IMG20260430104352,M4,Reinhard,Left,M4,Reinhard
T000465,E02,Faculty,Visual Harmony,IMG20260430104352,M0,Reinhard,Right,Reinhard,M0
T000466,E02,Faculty,Style Authenticity,IMG20260430104348,M1,DDColor,Left,M1,DDColor
T000467,E02,Faculty,Visual Harmony,IMG20260430103043,Reinhard,M1,Right,M1,Reinhard
T000468,E02,Faculty,Visual Harmony,IMG20260430102920,M4,DDColor,Left,M4,DDColor
T000469,E02,Faculty,Visual Harmony,IMG20260430104113,DDColor,M4,Right,M4,DDColor
T000470,E02,Faculty,Style Authenticity,IMG20260430104352,M0,DDColor,Left,M0,DDColor
T000471,E02,Faculty,Style Authenticity,IMG20260430103656,DDColor,M1,Left,DDColor,M1
T000472,E02,Faculty,Style Authenticity,IMG20260430102902,Reinhard,M1,Left,Reinhard,M1
T000473,E02,Faculty,Style Authenticity,IMG20260430104410,M0,Reinhard,Left,M0,Reinhard
T000474,E02,Faculty,Visual Harmony,IMG20260430102920,M1,M0,Left,M1,M0
T000475,E02,Faculty,Style Authenticity,IMG20260430110350,M4,M0,Left,M4,M0
T000476,E02,Faculty,Style Authenticity,IMG20260430104113,M1,DDColor,Left,M1,DDColor
T000477,E02,Faculty,Visual Harmony,IMG20260430103435,M1,M0,Right,M0,M1
T000478,E02,Faculty,Visual Harmony,IMG20260430103656,M0,DDColor,Left,M0,DDColor
T000479,E02,Faculty,Style Authenticity,IMG20260430102920,DDColor,Reinhard,Right,Reinhard,DDColor
T000480,E02,Faculty,Visual Harmony,IMG20260430103656,DDColor,M4,Right,M4,DDColor
T000481,E03,Faculty,Style Authenticity,IMG20260430102902,M4,DDColor,Left,M4,DDColor
T000482,E03,Faculty,Style Authenticity,IMG20260430103755,M4,M0,Right,M0,M4
T000483,E03,Faculty,Style Authenticity,IMG20260430102920,M1,DDColor,Left,M1,DDColor
T000484,E03,Faculty,Visual Harmony,IMG20260430103656,M0,M4,Right,M4,M0
T000485,E03,Faculty,Style Authenticity,IMG20260430104113,M4,Reinhard,Left,M4,Reinhard
T000486,E03,Faculty,Visual Harmony,IMG20260430103656,M4,DDColor,Left,M4,DDColor
T000487,E03,Faculty,Style Authenticity,IMG20260430110350,M4,M1,Left,M4,M1
T000488,E03,Faculty,Visual Harmony,IMG20260430104113,M0,M1,Left,M0,M1
T000489,E03,Faculty,Visual Harmony,IMG20260430102920,Reinhard,DDColor,Right,DDColor,Reinhard
T000490,E03,Faculty,Visual Harmony,IMG20260430102902,M1,Reinhard,Left,M1,Reinhard
T000491,E03,Faculty,Style Authenticity,IMG20260430104352,M0,M4,Right,M4,M0
T000492,E03,Faculty,Visual Harmony,IMG20260430103755,DDColor,M1,Left,DDColor,M1
T000493,E03,Faculty,Style Authenticity,IMG20260430104348,DDColor,M1,Left,DDColor,M1
T000494,E03,Faculty,Visual Harmony,IMG20260430103435,Reinhard,M1,Right,M1,Reinhard
T000495,E03,Faculty,Visual Harmony,IMG20260430102902,M0,M1,Left,M0,M1
T000496,E03,Faculty,Style Authenticity,IMG20260430102920,M0,M1,Left,M0,M1
T000497,E03,Faculty,Style Authenticity,IMG20260430104113,DDColor,M0,Left,DDColor,M0
T000498,E03,Faculty,Style Authenticity,IMG20260430103656,Reinhard,M0,Left,Reinhard,M0
T000499,E03,Faculty,Visual Harmony,IMG20260430110350,M0,DDColor,Right,DDColor,M0
T000500,E03,Faculty,Visual Harmony,IMG20260430104352,M4,M0,Left,M4,M0
T000501,E03,Faculty,Style Authenticity,IMG20260430104348,M1,Reinhard,Left,M1,Reinhard
T000502,E03,Faculty,Visual Harmony,IMG20260430103435,Reinhard,M0,Right,M0,Reinhard
T000503,E03,Faculty,Visual Harmony,IMG20260430103755,DDColor,M4,Right,M4,DDColor
T000504,E03,Faculty,Style Authenticity,IMG20260430103113,DDColor,M4,Right,M4,DDColor
T000505,E03,Faculty,Style Authenticity,IMG20260430102920,Reinhard,M1,Left,Reinhard,M1
T000506,E03,Faculty,Visual Harmony,IMG20260430104410,M1,M4,Right,M4,M1
T000507,E03,Faculty,Visual Harmony,IMG20260430103656,DDColor,M1,Right,M1,DDColor
T000508,E03,Faculty,Style Authenticity,IMG20260430110350,Reinhard,DDColor,Right,DDColor,Reinhard
T000509,E03,Faculty,Visual Harmony,IMG20260430104410,Reinhard,M1,Right,M1,Reinhard
T000510,E03,Faculty,Visual Harmony,IMG20260430104410,M1,DDColor,Left,M1,DDColor
T000511,E03,Faculty,Visual Harmony,IMG20260430103755,M1,M4,Left,M1,M4
T000512,E03,Faculty,Style Authenticity,IMG20260430104348,Reinhard,M0,Right,M0,Reinhard
T000513,E03,Faculty,Visual Harmony,IMG20260430110350,M1,M4,Right,M4,M1
T000514,E03,Faculty,Visual Harmony,IMG20260430104348,DDColor,Reinhard,Left,DDColor,Reinhard
T000515,E03,Faculty,Style Authenticity,IMG20260430103435,M1,DDColor,Left,M1,DDColor
T000516,E03,Faculty,Visual Harmony,IMG20260430103113,M4,DDColor,Left,M4,DDColor
T000517,E03,Faculty,Style Authenticity,IMG20260430110350,M4,Reinhard,Right,Reinhard,M4
T000518,E03,Faculty,Visual Harmony,IMG20260430104352,M1,M0,Left,M1,M0
T000519,E03,Faculty,Style Authenticity,IMG20260430104410,DDColor,Reinhard,Right,Reinhard,DDColor
T000520,E03,Faculty,Style Authenticity,IMG20260430103656,M1,M0,Right,M0,M1
T000521,E03,Faculty,Style Authenticity,IMG20260430102902,Reinhard,M4,Left,Reinhard,M4
T000522,E03,Faculty,Style Authenticity,IMG20260430104352,DDColor,Reinhard,Left,DDColor,Reinhard
T000523,E03,Faculty,Visual Harmony,IMG20260430103113,M4,M1,Right,M1,M4
T000524,E03,Faculty,Visual Harmony,IMG20260430102902,DDColor,M0,Left,DDColor,M0
T000525,E03,Faculty,Visual Harmony,IMG20260430102902,M0,M4,Right,M4,M0
T000526,E03,Faculty,Style Authenticity,IMG20260430103656,Reinhard,M4,Right,M4,Reinhard
T000527,E03,Faculty,Style Authenticity,IMG20260430103755,Reinhard,M0,Left,Reinhard,M0
T000528,E03,Faculty,Style Authenticity,IMG20260430104410,DDColor,M4,Right,M4,DDColor
T000529,E03,Faculty,Visual Harmony,IMG20260430104348,M0,DDColor,Left,M0,DDColor
T000530,E03,Faculty,Style Authenticity,IMG20260430103113,Reinhard,M0,Right,M0,Reinhard
T000531,E03,Faculty,Visual Harmony,IMG20260430110350,Reinhard,M1,Right,M1,Reinhard
T000532,E03,Faculty,Style Authenticity,IMG20260430103656,M4,DDColor,Left,M4,DDColor
T000533,E03,Faculty,Style Authenticity,IMG20260430104113,Reinhard,M0,Right,M0,Reinhard
T000534,E03,Faculty,Visual Harmony,IMG20260430104352,Reinhard,DDColor,Right,DDColor,Reinhard
T000535,E03,Faculty,Style Authenticity,IMG20260430102902,M0,Reinhard,Left,M0,Reinhard
T000536,E03,Faculty,Style Authenticity,IMG20260430102920,M0,Reinhard,Left,M0,Reinhard
T000537,E03,Faculty,Visual Harmony,IMG20260430103043,M4,M1,Right,M1,M4
T000538,E03,Faculty,Visual Harmony,IMG20260430103113,DDColor,M0,Left,DDColor,M0
T000539,E03,Faculty,Style Authenticity,IMG20260430103043,M0,M1,Left,M0,M1
T000540,E03,Faculty,Style Authenticity,IMG20260430102920,DDColor,M0,Right,M0,DDColor
T000541,E03,Faculty,Visual Harmony,IMG20260430102920,M1,M4,Right,M4,M1
T000542,E03,Faculty,Style Authenticity,IMG20260430102902,M1,M0,Left,M1,M0
T000543,E03,Faculty,Visual Harmony,IMG20260430103435,M0,M1,Right,M1,M0
T000544,E03,Faculty,Style Authenticity,IMG20260430103656,Reinhard,M1,Left,Reinhard,M1
T000545,E03,Faculty,Visual Harmony,IMG20260430104410,M4,Reinhard,Left,M4,Reinhard
T000546,E03,Faculty,Visual Harmony,IMG20260430104113,DDColor,M0,Right,M0,DDColor
T000547,E03,Faculty,Style Authenticity,IMG20260430103113,M1,M0,Left,M1,M0
T000548,E03,Faculty,Style Authenticity,IMG20260430103435,M1,M4,Right,M4,M1
T000549,E03,Faculty,Style Authenticity,IMG20260430104113,DDColor,M1,Right,M1,DDColor
T000550,E03,Faculty,Style Authenticity,IMG20260430110350,M0,DDColor,Right,DDColor,M0
T000551,E03,Faculty,Style Authenticity,IMG20260430104352,DDColor,M4,Right,M4,DDColor
T000552,E03,Faculty,Style Authenticity,IMG20260430104348,M4,DDColor,Left,M4,DDColor
